Prot_ref	Prot_id
YPTS_0214	YP_001870668.1
YPTS_0215	YP_001870669.1
YPTS_0216	YP_001870670.1
YPTS_0217	YP_001870671.1
YPTS_0218	YP_001870672.1
YPTS_0219	YP_001870673.1
YPTS_0220	YP_001870674.1
YPTS_0221	YP_001870675.1
YPTS_0222	YP_001870676.1
YPTS_0223	YP_001870677.1
YPTS_0224	YP_001870678.1
YPTS_0225	YP_001870679.1
YPTS_0226	YP_001870680.1
YPTS_0227	YP_001870681.1
YPTS_0228	YP_001870682.1
YPTS_0229	YP_001870683.1
YPTS_0230	YP_001870684.1
YPTS_0231	YP_001870685.1
YPTS_0232	YP_001870686.1
YPTS_0233	YP_001870687.1
YPTS_0234	YP_001870688.1
YPTS_0235	YP_001870689.1
YPTS_0236	YP_001870690.1
YPTS_0237	YP_001870691.1
YPTS_0238	YP_001870692.1
YPTS_0239	YP_001870693.1
YPTS_0240	YP_001870694.1
YPTS_0241	YP_001870695.1
YPTS_0242	YP_001870696.1
YPTS_0243	YP_001870697.1
YPTS_0244	YP_001870698.1
YPTS_0245	YP_001870699.1
YPTS_0246	YP_001870700.1
YPTS_0247	YP_001870701.1
YPTS_0248	YP_001870702.1
YPTS_0249	YP_001870703.1
YPTS_0250	YP_001870704.1
YPTS_0251	YP_001870705.1
YPTS_0252	YP_001870706.1
YPTS_0255	YP_001870707.1
YPTS_0256	YP_001870708.1
YPTS_0257	YP_001870709.1
YPTS_0258	YP_001870710.1
YPTS_0259	YP_001870711.1
YPTS_0260	YP_001870712.1
YPTS_0261	YP_001870713.1
YPTS_0262	YP_001870714.1
YPTS_0263	YP_001870715.1
YPTS_0264	YP_001870716.1
YPTS_0265	YP_001870717.1
YPTS_0266	YP_001870718.1
YPTS_0267	YP_001870719.1
YPTS_0268	YP_001870720.1
YPTS_0269	YP_001870721.1
YPTS_0270	YP_001870722.1
YPTS_0271	YP_001870723.1
YPTS_0272	YP_001870724.1
YPTS_0273	YP_001870725.1
YPTS_0274	YP_001870726.1
YPTS_0275	YP_001870727.1
YPTS_0276	YP_001870728.1
YPTS_0277	YP_001870729.1
YPTS_0278	YP_001870730.1
YPTS_0279	YP_001870731.1
YPTS_0280	YP_001870732.1
YPTS_0281	YP_001870733.1
YPTS_0282	YP_001870734.1
YPTS_0283	YP_001870735.1
YPTS_0284	YP_001870736.1
YPTS_0285	YP_001870737.1
YPTS_0286	YP_001870738.1
YPTS_0287	YP_001870739.1
YPTS_0290	YP_001870740.1
YPTS_0291	YP_001870741.1
YPTS_0292	YP_001870742.1
YPTS_0293	YP_001870743.1
YPTS_0296	YP_001870744.1
YPTS_0297	YP_001870745.1
YPTS_0298	YP_001870746.1
YPTS_0299	YP_001870747.1
YPTS_0300	YP_001870748.1
YPTS_0301	YP_001870749.1
YPTS_0302	YP_001870750.1
YPTS_0303	YP_001870751.1
YPTS_0304	YP_001870752.1
YPTS_0305	YP_001870753.1
YPTS_0306	YP_001870754.1
YPTS_0307	YP_001870755.1
YPTS_0308	YP_001870756.1
YPTS_0309	YP_001870757.1
YPTS_0310	YP_001870758.1
YPTS_0311	YP_001870759.1
YPTS_0312	YP_001870760.1
YPTS_0313	YP_001870761.1
YPTS_0314	YP_001870762.1
YPTS_0315	YP_001870763.1
YPTS_0316	YP_001870764.1
YPTS_0317	YP_001870765.1
YPTS_0318	YP_001870766.1
YPTS_0319	YP_001870767.1
YPTS_0320	YP_001870768.1
YPTS_0321	YP_001870769.1
YPTS_0322	YP_001870770.1
YPTS_0325	YP_001870771.1
YPTS_0326	YP_001870772.1
YPTS_0327	YP_001870773.1
YPTS_0328	YP_001870774.1
YPTS_0329	YP_001870775.1
YPTS_0330	YP_001870776.1
YPTS_0331	YP_001870777.1
YPTS_0332	YP_001870778.1
YPTS_0333	YP_001870779.1
YPTS_0334	YP_001870780.1
YPTS_0335	YP_001870781.1
YPTS_0336	YP_001870782.1
YPTS_0337	YP_001870783.1
YPTS_0338	YP_001870784.1
YPTS_0339	YP_001870785.1
YPTS_0340	YP_001870786.1
YPTS_0341	YP_001870787.1
YPTS_0342	YP_001870788.1
YPTS_0343	YP_001870789.1
YPTS_0344	YP_001870790.1
YPTS_0345	YP_001870791.1
YPTS_0346	YP_001870792.1
YPTS_0347	YP_001870793.1
YPTS_0348	YP_001870794.1
YPTS_0349	YP_001870795.1
YPTS_0350	YP_001870796.1
YPTS_0351	YP_001870797.1
YPTS_0352	YP_001870798.1
YPTS_0353	YP_001870799.1
YPTS_0354	YP_001870800.1
YPTS_0355	YP_001870801.1
YPTS_0356	YP_001870802.1
YPTS_0357	YP_001870803.1
YPTS_0358	YP_001870804.1
YPTS_0359	YP_001870805.1
YPTS_0360	YP_001870806.1
YPTS_0361	YP_001870807.1
YPTS_0362	YP_001870808.1
YPTS_0363	YP_001870809.1
YPTS_0364	YP_001870810.1
YPTS_0365	YP_001870811.1
YPTS_0366	YP_001870812.1
YPTS_0367	YP_001870813.1
YPTS_0368	YP_001870814.1
YPTS_0369	YP_001870815.1
YPTS_0370	YP_001870816.1
YPTS_0371	YP_001870817.1
YPTS_0372	YP_001870818.1
YPTS_0373	YP_001870819.1
YPTS_0374	YP_001870820.1
YPTS_0375	YP_001870821.1
YPTS_0376	YP_001870822.1
YPTS_0377	YP_001870823.1
YPTS_0378	YP_001870824.1
YPTS_0379	YP_001870825.1
YPTS_0380	YP_001870826.1
YPTS_0381	YP_001870827.1
YPTS_0382	YP_001870828.1
YPTS_0383	YP_001870829.1
YPTS_0384	YP_001870830.1
YPTS_0385	YP_001870831.1
YPTS_0386	YP_001870832.1
YPTS_0387	YP_001870833.1
YPTS_0388	YP_001870834.1
YPTS_0389	YP_001870835.1
YPTS_0390	YP_001870836.1
YPTS_0391	YP_001870837.1
YPTS_0392	YP_001870838.1
YPTS_0393	YP_001870839.1
YPTS_0394	YP_001870840.1
YPTS_0395	YP_001870841.1
YPTS_0396	YP_001870842.1
YPTS_0397	YP_001870843.1
YPTS_0398	YP_001870844.1
YPTS_0399	YP_001870845.1
YPTS_0400	YP_001870846.1
YPTS_0401	YP_001870847.1
YPTS_0402	YP_001870848.1
YPTS_0403	YP_001870849.1
YPTS_0404	YP_001870850.1
YPTS_0405	YP_001870851.1
YPTS_0406	YP_001870852.1
YPTS_0407	YP_001870853.1
YPTS_0408	YP_001870854.1
YPTS_0409	YP_001870855.1
YPTS_0410	YP_001870856.1
YPTS_0411	YP_001870857.1
YPTS_0412	YP_001870858.1
YPTS_0413	YP_001870859.1
YPTS_0414	YP_001870860.1
YPTS_0415	YP_001870861.1
YPTS_0416	YP_001870862.1
YPTS_0417	YP_001870863.1
YPTS_0418	YP_001870864.1
YPTS_0419	YP_001870865.1
YPTS_0421	YP_001870866.1
YPTS_0422	YP_001870867.1
YPTS_0423	YP_001870868.1
YPTS_0424	YP_001870869.1
YPTS_0425	YP_001870870.1
YPTS_0426	YP_001870871.1
YPTS_0427	YP_001870872.1
YPTS_0428	YP_001870873.1
YPTS_0429	YP_001870874.1
YPTS_0430	YP_001870875.1
YPTS_0431	YP_001870876.1
YPTS_0432	YP_001870877.1
YPTS_0433	YP_001870878.1
YPTS_0434	YP_001870879.1
YPTS_0435	YP_001870880.1
YPTS_0436	YP_001870881.1
YPTS_0437	YP_001870882.1
YPTS_0438	YP_001870883.1
YPTS_0439	YP_001870884.1
YPTS_0440	YP_001870885.1
YPTS_0441	YP_001870886.1
YPTS_0442	YP_001870887.1
YPTS_0443	YP_001870888.1
YPTS_0444	YP_001870889.2
YPTS_0447	YP_001870890.1
YPTS_0448	YP_001870891.1
YPTS_0449	YP_001870892.1
YPTS_0450	YP_001870893.1
YPTS_0451	YP_001870894.1
YPTS_0452	YP_001870895.1
YPTS_0453	YP_001870896.1
YPTS_0454	YP_001870897.1
YPTS_0455	YP_001870898.1
YPTS_0456	YP_001870899.1
YPTS_0457	YP_001870900.1
YPTS_0458	YP_001870901.1
YPTS_0459	YP_001870902.1
YPTS_0460	YP_001870903.1
YPTS_0461	YP_001870904.1
YPTS_0462	YP_001870905.1
YPTS_0463	YP_001870906.1
YPTS_0464	YP_001870907.1
YPTS_0465	YP_001870908.1
YPTS_0466	YP_001870909.1
YPTS_0467	YP_001870910.1
YPTS_0468	YP_001870911.1
YPTS_0469	YP_001870912.1
YPTS_0470	YP_001870913.1
YPTS_0471	YP_001870914.1
YPTS_0472	YP_001870915.1
YPTS_0473	YP_001870916.1
YPTS_0474	YP_001870917.1
YPTS_0475	YP_001870918.1
YPTS_0476	YP_001870919.1
YPTS_0477	YP_001870920.1
YPTS_0478	YP_001870921.1
YPTS_0479	YP_001870922.1
YPTS_0480	YP_001870923.1
YPTS_0481	YP_001870924.1
YPTS_0482	YP_001870925.1
YPTS_0483	YP_001870926.1
YPTS_0484	YP_001870927.1
YPTS_0485	YP_001870928.1
YPTS_0486	YP_001870929.1
YPTS_0487	YP_001870930.1
YPTS_0488	YP_001870931.1
YPTS_0489	YP_001870932.1
YPTS_0490	YP_001870933.1
YPTS_0491	YP_001870934.1
YPTS_0492	YP_001870935.1
YPTS_0493	YP_001870936.1
YPTS_0494	YP_001870937.1
YPTS_0495	YP_001870938.1
YPTS_0496	YP_001870939.1
YPTS_0497	YP_001870940.1
YPTS_0498	YP_001870941.1
YPTS_0499	YP_001870942.1
YPTS_0500	YP_001870943.1
YPTS_0501	YP_001870944.1
YPTS_0502	YP_001870945.1
YPTS_0503	YP_001870946.1
YPTS_0504	YP_001870947.1
YPTS_0505	YP_001870948.1
YPTS_0506	YP_001870949.1
YPTS_0507	YP_001870950.1
YPTS_0508	YP_001870951.1
YPTS_0509	YP_001870952.1
YPTS_0510	YP_001870953.1
YPTS_0511	YP_001870954.1
YPTS_0512	YP_001870955.1
YPTS_0513	YP_001870956.1
YPTS_0514	YP_001870957.1
YPTS_0515	YP_001870958.1
YPTS_0516	YP_001870959.1
YPTS_0517	YP_001870960.1
YPTS_0518	YP_001870961.1
YPTS_0519	YP_001870962.1
YPTS_0520	YP_001870963.1
YPTS_0521	YP_001870964.1
YPTS_0522	YP_001870965.1
YPTS_0523	YP_001870966.1
YPTS_0524	YP_001870967.1
YPTS_0525	YP_001870968.1
YPTS_0526	YP_001870969.1
YPTS_0527	YP_001870970.1
YPTS_0528	YP_001870971.1
YPTS_0529	YP_001870972.1
YPTS_0530	YP_001870973.1
YPTS_0531	YP_001870974.1
YPTS_0532	YP_001870975.1
YPTS_0533	YP_001870976.1
YPTS_0534	YP_001870977.1
YPTS_0535	YP_001870978.1
YPTS_0536	YP_001870979.1
YPTS_0537	YP_001870980.1
YPTS_0538	YP_001870981.1
YPTS_0539	YP_001870982.1
YPTS_0540	YP_001870983.1
YPTS_0541	YP_001870984.1
YPTS_0542	YP_001870985.1
YPTS_0543	YP_001870986.1
YPTS_0544	YP_001870987.1
YPTS_0545	YP_001870988.1
YPTS_0546	YP_001870989.1
YPTS_0547	YP_001870990.1
YPTS_0548	YP_001870991.1
YPTS_0549	YP_001870992.1
YPTS_0550	YP_001870993.1
YPTS_0551	YP_001870994.1
YPTS_0552	YP_001870995.1
YPTS_0553	YP_001870996.1
YPTS_0554	YP_001870997.1
YPTS_0555	YP_001870998.1
YPTS_0556	YP_001870999.1
YPTS_0557	YP_001871000.1
YPTS_0558	YP_001871001.1
YPTS_0559	YP_001871002.1
YPTS_0560	YP_001871003.1
YPTS_0561	YP_001871004.1
YPTS_0562	YP_001871005.1
YPTS_0563	YP_001871006.1
YPTS_0564	YP_001871007.1
YPTS_0567	YP_001871008.1
YPTS_0568	YP_001871009.1
YPTS_0569	YP_001871010.1
YPTS_0570	YP_001871011.1
YPTS_0571	YP_001871012.1
YPTS_0572	YP_001871013.1
YPTS_0573	YP_001871014.1
YPTS_0574	YP_001871015.1
YPTS_0575	YP_001871016.1
YPTS_0576	YP_001871017.1
YPTS_0577	YP_001871018.1
YPTS_0578	YP_001871019.1
YPTS_0579	YP_001871020.1
YPTS_0580	YP_001871021.1
YPTS_0581	YP_001871022.1
YPTS_0582	YP_001871023.1
YPTS_0583	YP_001871024.1
YPTS_0584	YP_001871025.1
YPTS_0585	YP_001871026.1
YPTS_0586	YP_001871027.1
YPTS_0587	YP_001871028.1
YPTS_0588	YP_001871029.1
YPTS_0589	YP_001871030.1
YPTS_0590	YP_001871031.1
YPTS_0591	YP_001871032.1
YPTS_0592	YP_001871033.1
YPTS_0593	YP_001871034.1
YPTS_0594	YP_001871035.1
YPTS_0595	YP_001871036.1
YPTS_0596	YP_001871037.1
YPTS_0597	YP_001871038.1
YPTS_0598	YP_001871039.1
YPTS_0599	YP_001871040.1
YPTS_0600	YP_001871041.1
YPTS_0601	YP_001871042.1
YPTS_0602	YP_001871043.1
YPTS_0603	YP_001871044.1
YPTS_0604	YP_001871045.1
YPTS_0605	YP_001871046.1
YPTS_0606	YP_001871047.1
YPTS_0607	YP_001871048.1
YPTS_0608	YP_001871049.1
YPTS_0609	YP_001871050.1
YPTS_0610	YP_001871051.1
YPTS_0611	YP_001871052.1
YPTS_0612	YP_001871053.1
YPTS_0613	YP_001871054.1
YPTS_0614	YP_001871055.1
YPTS_0615	YP_001871056.1
YPTS_0616	YP_001871057.1
YPTS_0617	YP_001871058.1
YPTS_0618	YP_001871059.1
YPTS_0619	YP_001871060.1
YPTS_0620	YP_001871061.1
YPTS_0621	YP_001871062.1
YPTS_0622	YP_001871063.1
YPTS_0623	YP_001871064.1
YPTS_0624	YP_001871065.1
YPTS_0625	YP_001871066.1
YPTS_0626	YP_001871067.1
YPTS_0627	YP_001871068.1
YPTS_0628	YP_001871069.1
YPTS_0629	YP_001871070.1
YPTS_0630	YP_001871071.1
YPTS_0631	YP_001871072.1
YPTS_0632	YP_001871073.1
YPTS_0633	YP_001871074.1
YPTS_0634	YP_001871075.1
YPTS_0635	YP_001871076.1
YPTS_0636	YP_001871077.1
YPTS_0637	YP_001871078.1
YPTS_0638	YP_001871079.1
YPTS_0639	YP_001871080.1
YPTS_0640	YP_001871081.1
YPTS_0641	YP_001871082.1
YPTS_0642	YP_001871083.1
YPTS_0643	YP_001871084.1
YPTS_0644	YP_001871085.1
YPTS_0645	YP_001871086.1
YPTS_0646	YP_001871087.1
YPTS_0647	YP_001871088.1
YPTS_0648	YP_001871089.1
YPTS_0649	YP_001871090.1
YPTS_0650	YP_001871091.1
YPTS_0651	YP_001871092.2
YPTS_0652	YP_001871093.1
YPTS_0653	YP_001871094.1
YPTS_0654	YP_001871095.1
YPTS_0655	YP_001871096.1
YPTS_0656	YP_001871097.1
YPTS_0657	YP_001871098.1
YPTS_0658	YP_001871099.1
YPTS_0659	YP_001871100.1
YPTS_0660	YP_001871101.1
YPTS_0661	YP_001871102.1
YPTS_0662	YP_001871103.1
YPTS_0663	YP_001871104.1
YPTS_0664	YP_001871105.1
YPTS_0665	YP_001871106.1
YPTS_0666	YP_001871107.1
YPTS_0667	YP_001871108.1
YPTS_0668	YP_001871109.1
YPTS_0669	YP_001871110.1
YPTS_0670	YP_001871111.1
YPTS_0671	YP_001871112.1
YPTS_0672	YP_001871113.1
YPTS_0673	YP_001871114.1
YPTS_0674	YP_001871115.1
YPTS_0675	YP_001871116.1
YPTS_0676	YP_001871117.1
YPTS_0677	YP_001871118.1
YPTS_0678	YP_001871119.1
YPTS_0679	YP_001871120.1
YPTS_0680	YP_001871121.1
YPTS_0681	YP_001871122.1
YPTS_0682	YP_001871123.1
YPTS_0683	YP_001871124.1
YPTS_0684	YP_001871125.1
YPTS_0685	YP_001871126.1
YPTS_0686	YP_001871127.1
YPTS_0687	YP_001871128.1
YPTS_0688	YP_001871129.1
YPTS_0689	YP_001871130.1
YPTS_0690	YP_001871131.1
YPTS_0691	YP_001871132.1
YPTS_0692	YP_001871133.1
YPTS_0693	YP_001871134.1
YPTS_0694	YP_001871135.1
YPTS_0695	YP_001871136.1
YPTS_0696	YP_001871137.1
YPTS_0697	YP_001871138.1
YPTS_0698	YP_001871139.1
YPTS_0699	YP_001871140.1
YPTS_0700	YP_001871141.1
YPTS_0701	YP_001871142.1
YPTS_0702	YP_001871143.1
YPTS_0703	YP_001871144.1
YPTS_0704	YP_001871145.1
YPTS_0705	YP_001871146.1
YPTS_0706	YP_001871147.1
YPTS_0707	YP_001871148.1
YPTS_0708	YP_001871149.1
YPTS_0709	YP_001871150.1
YPTS_0710	YP_001871151.1
YPTS_0711	YP_001871152.1
YPTS_0712	YP_001871153.1
YPTS_0713	YP_001871154.1
YPTS_0714	YP_001871155.1
YPTS_0715	YP_001871156.1
YPTS_0716	YP_001871157.1
YPTS_0717	YP_001871158.1
YPTS_0718	YP_001871159.1
YPTS_0719	YP_001871160.1
YPTS_0720	YP_001871161.1
YPTS_0721	YP_001871162.1
YPTS_0722	YP_001871163.1
YPTS_0723	YP_001871164.1
YPTS_0724	YP_001871165.1
YPTS_0725	YP_001871166.1
YPTS_0726	YP_001871167.1
YPTS_0727	YP_001871168.1
YPTS_0728	YP_001871169.1
YPTS_0729	YP_001871170.1
YPTS_0730	YP_001871171.1
YPTS_0731	YP_001871172.1
YPTS_0732	YP_001871173.1
YPTS_0733	YP_001871174.1
YPTS_0734	YP_001871175.1
YPTS_0735	YP_001871176.1
YPTS_0736	YP_001871177.1
YPTS_0737	YP_001871178.1
YPTS_0738	YP_001871179.1
YPTS_0739	YP_001871180.1
YPTS_0740	YP_001871181.1
YPTS_0741	YP_001871182.1
YPTS_0742	YP_001871183.1
YPTS_0743	YP_001871184.1
YPTS_0744	YP_001871185.1
YPTS_0745	YP_001871186.1
YPTS_0746	YP_001871187.1
YPTS_0747	YP_001871188.1
YPTS_0748	YP_001871189.1
YPTS_0749	YP_001871190.1
YPTS_0750	YP_001871191.1
YPTS_0751	YP_001871192.1
YPTS_0752	YP_001871193.1
YPTS_0753	YP_001871194.1
YPTS_0754	YP_001871195.1
YPTS_0755	YP_001871196.1
YPTS_0756	YP_001871197.1
YPTS_0757	YP_001871198.1
YPTS_0758	YP_001871199.1
YPTS_0759	YP_001871200.1
YPTS_0760	YP_001871201.1
YPTS_0761	YP_001871202.1
YPTS_0762	YP_001871203.1
YPTS_0763	YP_001871204.1
YPTS_0764	YP_001871205.1
YPTS_0765	YP_001871206.1
YPTS_0766	YP_001871207.1
YPTS_0767	YP_001871208.1
YPTS_0768	YP_001871209.1
YPTS_0769	YP_001871210.1
YPTS_0770	YP_001871211.1
YPTS_0771	YP_001871212.1
YPTS_0772	YP_001871213.1
YPTS_0773	YP_001871214.1
YPTS_0774	YP_001871215.1
YPTS_0775	YP_001871216.1
YPTS_0776	YP_001871217.1
YPTS_0777	YP_001871218.1
YPTS_0778	YP_001871219.1
YPTS_0779	YP_001871220.1
YPTS_0780	YP_001871221.1
YPTS_0781	YP_001871222.1
YPTS_0782	YP_001871223.1
YPTS_0783	YP_001871224.1
YPTS_0784	YP_001871225.1
YPTS_0785	YP_001871226.1
YPTS_0786	YP_001871227.1
YPTS_0787	YP_001871228.1
YPTS_0788	YP_001871229.1
YPTS_0789	YP_001871230.1
YPTS_0790	YP_001871231.1
YPTS_0791	YP_001871232.1
YPTS_0792	YP_001871233.1
YPTS_0793	YP_001871234.1
YPTS_0794	YP_001871235.1
YPTS_0795	YP_001871236.1
YPTS_0796	YP_001871237.1
YPTS_0797	YP_001871238.1
YPTS_0798	YP_001871239.1
YPTS_0799	YP_001871240.1
YPTS_0800	YP_001871241.1
YPTS_0801	YP_001871242.1
YPTS_0802	YP_001871243.1
YPTS_0803	YP_001871244.1
YPTS_0804	YP_001871245.1
YPTS_0805	YP_001871246.1
YPTS_0806	YP_001871247.1
YPTS_0807	YP_001871248.1
YPTS_0808	YP_001871249.1
YPTS_0809	YP_001871250.1
YPTS_0810	YP_001871251.1
YPTS_0811	YP_001871252.1
YPTS_0812	YP_001871253.1
YPTS_0813	YP_001871254.1
YPTS_0814	YP_001871255.1
YPTS_0815	YP_001871256.1
YPTS_0816	YP_001871257.1
YPTS_0817	YP_001871258.1
YPTS_0818	YP_001871259.1
YPTS_0819	YP_001871260.1
YPTS_0820	YP_001871261.1
YPTS_0821	YP_001871262.1
YPTS_0822	YP_001871263.1
YPTS_0823	YP_001871264.1
YPTS_0824	YP_001871265.1
YPTS_0825	YP_001871266.1
YPTS_0826	YP_001871267.1
YPTS_0827	YP_001871268.1
YPTS_0828	YP_001871269.1
YPTS_0829	YP_001871270.1
YPTS_0830	YP_001871271.1
YPTS_0831	YP_001871272.1
YPTS_0832	YP_001871273.1
YPTS_0833	YP_001871274.1
YPTS_0834	YP_001871275.1
YPTS_0835	YP_001871276.1
YPTS_0836	YP_001871277.1
YPTS_0837	YP_001871278.1
